id,name,address,city,phone,type
720,cucina di pesce,87 e. fourth street,new york city,212-260-6800,"[""seafood""]"
721,darbar,44 w. 56th street,new york city,212-432-7227,"[""indian""]"
722,ej's luncheonette,432 sixth avenue,new york city,212-473-5555,"[""diners""]"
723,edison cafe,228 w. 47th street,new york city,212-840-5000,"[""diners""]"
724,elias corner,24-02 31st street,new york city,718-932-1510,"[""greek""]"
725,good enough to eat,483 amsterdam avenue,new york city,212-496-0163,"[""american""]"
726,gray's papaya,2090 broadway,new york city,212-799-0243,"[""hot dogs""]"
727,il mulino,86 w. third street,new york city,212-673-3783,"[""italian""]"
728,jackson diner,37-03 74th street,new york city,718-672-1232,"[""indian""]"
729,joe's shanghai,9 pell street,new york city,718-539-3838,"[""chinese""]"
730,john's pizzeria,48 w. 65th street,new york city,212-721-7001,"[""pizza""]"
731,kelley & ping,127 greene street,new york city,212-228-1212,"[""pan-asian""]"
732,kiev,117 second avenue,new york city,212-674-4040,"[""ukrainian""]"
733,kuruma zushi,2nd floor,new york city,212-317-2802,"[""japanese""]"
734,la caridad,2199 broadway,new york city,212-874-2780,"[""cuban""]"
735,la grenouille,3 e. 52nd street,new york city,212-752-1495,"[""french (classic)""]"
736,lemongrass grill,61a seventh avenue,new york city,718-399-7100,"[""thai""]"
737,lombardi's,32 spring street,new york city,212-941-7994,"[""pizza""]"
738,marnie's noodle shop,466 hudson street,new york city,212-741-3214,"[""asian""]"
739,menchanko-tei,39 w. 55th street,new york city,212-247-1585,"[""japanese""]"
740,mitali east-west,296 bleecker street,new york city,212-989-1367,"[""indian""]"
741,monsoon (ny),435 amsterdam avenue,new york city,212-580-8686,"[""thai""]"
742,moustache,405 atlantic avenue,new york city,718-852-5555,"[""middle eastern""]"
743,nobu,105 hudson street,new york city,212-219-0500,"[""japanese""]"
744,one if by land  tibs,17 barrow street,new york city,212-228-0822,"[""continental""]"
745,oyster bar,lower level,new york city,212-490-6650,"[""seafood""]"
746,palm,837 second avenue,new york city,212-687-2953,"[""steakhouses""]"
747,palm too,840 second avenue,new york city,212-697-5198,"[""steakhouses""]"
748,patsy's pizza,19 old fulton street,new york city,718-858-4300,"[""pizza""]"
749,peter luger steak house,178 broadway,new york city,718-387-7400,"[""steakhouses""]"
750,rose of india,308 e. sixth street,new york city,212-533-5011,"[""indian""]"
751,sam's noodle shop,411 third avenue,new york city,212-213-2288,"[""chinese""]"
752,sarabeth's,1295 madison avenue,new york city,212-410-7335,"[""american""]"
753,sparks steak house,210 e. 46th street,new york city,212-687-4855,"[""steakhouses""]"
754,stick to your ribs,5-16 51st avenue,new york city,718-937-3030,"[""barbecue""]"
755,sushisay,38 e. 51st street,new york city,212-755-1780,"[""japanese""]"
756,sylvia's,328 lenox avenue,new york city,212-996-0660,"[""southern"",""soul""]"
757,szechuan hunan cottage,1588 york avenue,new york city,212-535-5223,"[""chinese""]"
758,szechuan kitchen,1460 first avenue,new york city,212-249-4615,"[""chinese""]"
759,teresa's,80 montague street,new york city,718-520-2910,"[""polish""]"
760,thai house cafe,151 hudson street,new york city,212-334-1085,"[""thai""]"
761,thailand restaurant,106 bayard street,new york city,212-349-3132,"[""thai""]"
762,veselka,144 second avenue,new york city,212-228-9682,"[""ukrainian""]"
763,westside cottage,689 ninth avenue,new york city,212-245-0800,"[""chinese""]"
764,windows on the world,107th floor,new york city,212-524-7000,"[""eclectic""]"
765,wollensky's grill,205 e. 49th street,new york city,212-753-0444,"[""steakhouses""]"
766,yama,122 e. 17th street,new york city,212-475-0969,"[""japanese""]"
767,zarela,953 second avenue,new york city,212-644-6740,"[""mexican""]"
768,andre's french restaurant,401 s. 6th street,las vegas,702-385-5016,"[""french (classic)""]"
769,buccaneer bay club,3300 las vegas boulevard s.,las vegas,702-894-7350,"[""continental""]"
770,buzio's in the rio,3700 w. flamingo road,las vegas,702-252-7697,"[""seafood""]"
771,emeril's new orleans fish house,3799 las vegas boulevard s.,las vegas,702-891-7374,"[""seafood""]"
772,fiore rotisserie & grille,3700 w. flamingo road,las vegas,702-252-7702,"[""italian""]"
773,hugo's cellar,202 e. fremont street,las vegas,702-385-4011,"[""continental""]"
774,madame ching's,3300 las vegas boulevard s.,las vegas,702-894-7111,"[""asian""]"
775,mayflower cuisinier,4750 w. sahara avenue,las vegas,702-870-8432,"[""chinese""]"
776,michael's (las vegas),3595 las vegas boulevard s.,las vegas,702-737-7111,"[""continental""]"
777,monte carlo,3145 las vegas boulevard s.,las vegas,702-733-4524,"[""french (new)""]"
778,moongate,3400 las vegas boulevard s.,las vegas,702-791-7352,"[""chinese""]"
779,morton's of chicago (las vegas),3200 las vegas boulevard s.,las vegas,702-893-0703,"[""steakhouses""]"
780,nicky blair's,3925 paradise road,las vegas,702-792-9900,"[""italian""]"
781,piero's restaurant,355 convention center drive,las vegas,702-369-2305,"[""italian""]"
782,spago (las vegas),3500 las vegas boulevard s.,las vegas,702-369-6300,"[""californian""]"
783,steakhouse  the,128 e. fremont street,las vegas,702-382-1600,"[""steakhouses""]"
784,stefano's,129 fremont street,las vegas,702-385-7111,"[""italian""]"
785,sterling brunch,3645 las vegas boulevard s.,las vegas,702-739-4651,"[""eclectic""]"
786,tre visi,3799 las vegas boulevard s.,las vegas,702-891-7331,"[""italian""]"
787,103 west,103 w. paces ferry road,atlanta,404-233-5993,"[""continental""]"
788,alon's at the terrace,659 peachtree street,atlanta,404-724-0444,"[""sandwiches""]"
789,baker's cajun cafe,1134 euclid avenue,atlanta,404-223-5039,"[""cajun"",""creole""]"
790,barbecue kitchen,1437 virginia avenue,atlanta,404-766-9906,"[""barbecue""]"
791,bistro  the,56 e. andrews drive nw,atlanta,404-231-5733,"[""french bistro""]"
792,bobby & june's kountry kitchen,375 14th street,atlanta,404-876-3872,"[""southern"",""soul""]"
793,bradshaw's restaurant,2911 s. pharr court,atlanta,404-261-7015,"[""southern"",""soul""]"
794,brookhaven cafe,4274 peachtree road,atlanta,404-231-5907,"[""vegetarian""]"
795,cafe sunflower,5975 roswell road,atlanta,404-256-1675,"[""health food""]"
796,canoe,4199 paces ferry road,atlanta,770-432-2663,"[""american (new)""]"
797,carey's,1021 cobb parkway se,marietta,770-422-8042,"[""hamburgers""]"
798,carey's corner,1215 powers ferry road,marietta,770-933-0909,"[""hamburgers""]"
799,chops,70 w. paces ferry road,atlanta,404-262-2675,"[""steakhouses""]"
800,chopstix,4279 roswell road,atlanta,404-255-4868,"[""chinese""]"
801,deacon burton's soulfood restaurant,1029 edgewood avenue se,atlanta,404-523-1929,"[""southern"",""soul""]"
802,eats,600 ponce de leon avenue,atlanta,404-888-9149,"[""italian""]"
803,flying biscuit  the,1655 mclendon avenue,atlanta,404-687-8888,"[""eclectic""]"
804,frijoleros,1031 peachtree street ne,atlanta,404-892-8226,"[""tex-mex""]"
805,greenwood's,1087 green street,roswell,770-992-5383,"[""southern"",""soul""]"
806,harold's barbecue,171 mcdonough boulevard,atlanta,404-627-9268,"[""barbecue""]"
807,havana sandwich shop,2905 buford highway,atlanta,404-636-4094,"[""cuban""]"
808,house of chan,2469 cobb parkway,smyrna,770-955-9444,"[""chinese""]"
809,indian delights,3675 satellite boulevard,duluth,100-813-8212,"[""indian""]"
810,java jive,790 ponce de leon avenue,atlanta,404-876-6161,"[""coffee shops""]"
811,johnny rockets (at),2970 cobb parkway,atlanta,770-955-6068,"[""american""]"
812,kalo's coffee house,1248 clairmont road,decatur,404-325-3733,"[""coffeehouses""]"
813,la fonda latina,4427 roswell road,atlanta,404-303-8201,"[""spanish""]"
814,lettuce souprise you (at),3525 mall boulevard,duluth,770-418-9969,"[""cafeterias""]"
815,majestic,1031 ponce de leon avenue,atlanta,404-875-0276,"[""diners""]"
816,morton's of chicago (atlanta),303 peachtree street ne,atlanta,404-577-4366,"[""steakhouses""]"
817,my thai,1248 clairmont road,atlanta,404-636-4280,"[""thai""]"
818,nava,3060 peachtree road,atlanta,404-240-1984,"[""southwestern""]"
819,nuevo laredo cantina,1495 chattahoochee avenue nw,atlanta,404-352-9009,"[""mexican""]"
820,original pancake house (at),4330 peachtree road,atlanta,404-237-4116,"[""american""]"
821,palm  the (atlanta),3391 peachtree road ne,atlanta,404-814-1955,"[""steakhouses""]"
822,rainbow restaurant,2118 n. decatur road,decatur,404-633-3538,"[""vegetarian""]"
823,ritz-carlton cafe (atlanta),181 peachtree street,atlanta,404-659-0400,"[""american (new)""]"
824,riviera,519 e. paces ferry road,atlanta,404-262-7112,"[""mediterranean""]"
825,silver skillet  the,200 14th street nw,atlanta,404-874-1388,"[""coffee shops""]"
826,soto,3330 piedmont road,atlanta,404-233-2005,"[""japanese""]"
827,thelma's kitchen,764 marietta street nw,atlanta,404-688-5855,"[""cafeterias""]"
828,tortillas,774 ponce de leon avenue ne,atlanta,404-892-0193,"[""tex-mex""]"
829,van gogh's restaurant & bar,70 w. crossville road,roswell,770-993-1156,"[""american (new)""]"
830,veggieland,220 sandy springs circle,atlanta,404-231-3111,"[""vegetarian""]"
831,white house restaurant,3172 peachtree road ne,atlanta,404-237-7601,"[""diners""]"
832,zab-e-lee,4837 old national highway,college park,404-768-2705,"[""thai""]"
833,bill's place,2315 clement street,san francisco,415-221-5262,"[""hamburgers""]"
834,cafe flore,2298 market street,san francisco,415-621-8579,"[""californian""]"
835,caffe greco,423 columbus avenue,san francisco,415-397-6261,"[""continental""]"
836,campo santo,240 columbus avenue,san francisco,415-433-9623,"[""mexican""]"
837,cha cha cha's,1805 haight street,san francisco,415-386-5758,"[""caribbean""]"
838,doidge's,2217 union street,san francisco,415-921-2149,"[""american""]"
839,dottie's true blue cafe,522 jones street,san francisco,415-885-2767,"[""diners""]"
840,dusit thai,3221 mission street,san francisco,415-826-4639,"[""thai""]"
841,ebisu,1283 ninth avenue,san francisco,415-566-1770,"[""japanese""]"
842,emerald garden restaurant,1550 california street,san francisco,415-673-1155,"[""vietnamese""]"
843,eric's chinese restaurant,1500 church street,san francisco,415-282-0919,"[""chinese""]"
844,hamburger mary's,1582 folsom street,san francisco,415-626-1985,"[""hamburgers""]"
845,kelly's on trinity,333 bush street,san francisco,415-362-4454,"[""californian""]"
846,la cumbre,515 valencia street,san francisco,415-863-8205,"[""mexican""]"
847,la mediterranee,288 noe street,san francisco,415-431-7210,"[""mediterranean""]"
848,la taqueria,2889 mission street,san francisco,415-285-7117,"[""mexican""]"
849,mario's bohemian cigar store cafe,2209 polk street,san francisco,415-776-8226,"[""italian""]"
850,marnee thai,2225 irving street,san francisco,415-665-9500,"[""thai""]"
851,mel's drive-in,3355 geary street,san francisco,415-387-2244,"[""hamburgers""]"
852,mo's burgers,1322 grant street,san francisco,415-788-3779,"[""hamburgers""]"
853,phnom penh cambodian restaurant,631 larkin street,san francisco,415-775-5979,"[""cambodian""]"
854,roosevelt tamale parlor,2817 24th street,san francisco,415-550-9213,"[""mexican""]"
855,sally's cafe & bakery,300 de haro street,san francisco,415-626-6006,"[""american""]"
856,san francisco bbq,1328 18th street,san francisco,415-431-8956,"[""thai""]"
857,slanted door,584 valencia street,san francisco,415-861-8032,"[""vietnamese""]"
858,swan oyster depot,1517 polk street,san francisco,415-673-1101,"[""seafood""]"
859,thep phanom,400 waller street,san francisco,415-431-2526,"[""thai""]"
860,ti couz,3108 16th street,san francisco,415-252-7373,"[""french""]"
861,trio cafe,1870 fillmore street,san francisco,415-563-2248,"[""american""]"
862,tu lan,8 sixth street,san francisco,415-626-0927,"[""vietnamese""]"
863,vicolo pizzeria,201 ivy street,san francisco,415-863-2382,"[""pizza""]"
864,wa-ha-ka oaxaca mexican grill,2141 polk street,san francisco,415-775-1055,"[""mexican""]"
